Personality_Type,Traits,Sales_Strategy,Messaging_Do,Messaging_Dont,Common_Biases,Trigger,Description,Example,Personality,Objection,Reframe,Framework,Best_For,Style
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Safety,Appeal to security and guarantees,100% satisfaction or your money back.,Logical Thinker,There’s not enough data.,Here’s the full report and breakdown.,PAS,"Skeptic, Empath","Emotional but logical, focused on pain relief"
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Safety,Appeal to security and guarantees,100% satisfaction or your money back.,Logical Thinker,There’s not enough data.,Here’s the full report and breakdown.,StoryBrand,"Expressive, ENFP","Narrative, customer-as-hero"
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Safety,Appeal to security and guarantees,100% satisfaction or your money back.,Logical Thinker,There’s not enough data.,Here’s the full report and breakdown.,FAB,"Compliant, Logical Thinker",Detailed and rational
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Safety,Appeal to security and guarantees,100% satisfaction or your money back.,Logical Thinker,There’s not enough data.,Here’s the full report and breakdown.,4P,"Influencer, Adventurer","Vivid, benefit-driven with a strong CTA"
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Safety,Appeal to security and guarantees,100% satisfaction or your money back.,Empath,This feels too aggressive.,Let’s make sure it aligns with your values.,AIDA,"Driver, Logical Thinker","Clear, structured, action-oriented"
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Safety,Appeal to security and guarantees,100% satisfaction or your money back.,Empath,This feels too aggressive.,Let’s make sure it aligns with your values.,PAS,"Skeptic, Empath","Emotional but logical, focused on pain relief"
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Safety,Appeal to security and guarantees,100% satisfaction or your money back.,Empath,This feels too aggressive.,Let’s make sure it aligns with your values.,StoryBrand,"Expressive, ENFP","Narrative, customer-as-hero"
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Safety,Appeal to security and guarantees,100% satisfaction or your money back.,Empath,This feels too aggressive.,Let’s make sure it aligns with your values.,FAB,"Compliant, Logical Thinker",Detailed and rational
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Safety,Appeal to security and guarantees,100% satisfaction or your money back.,Empath,This feels too aggressive.,Let’s make sure it aligns with your values.,4P,"Influencer, Adventurer","Vivid, benefit-driven with a strong CTA"
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Achievement,Appeal to success and recognition,Used by 7-figure entrepreneurs.,Skeptic,How do I know this works?,Let me show you the case studies and proof.,AIDA,"Driver, Logical Thinker","Clear, structured, action-oriented"
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Achievement,Appeal to success and recognition,Used by 7-figure entrepreneurs.,Skeptic,How do I know this works?,Let me show you the case studies and proof.,PAS,"Skeptic, Empath","Emotional but logical, focused on pain relief"
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Achievement,Appeal to success and recognition,Used by 7-figure entrepreneurs.,Skeptic,How do I know this works?,Let me show you the case studies and proof.,StoryBrand,"Expressive, ENFP","Narrative, customer-as-hero"
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Achievement,Appeal to success and recognition,Used by 7-figure entrepreneurs.,Skeptic,How do I know this works?,Let me show you the case studies and proof.,FAB,"Compliant, Logical Thinker",Detailed and rational
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Achievement,Appeal to success and recognition,Used by 7-figure entrepreneurs.,Skeptic,How do I know this works?,Let me show you the case studies and proof.,4P,"Influencer, Adventurer","Vivid, benefit-driven with a strong CTA"
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Achievement,Appeal to success and recognition,Used by 7-figure entrepreneurs.,Amiable,I’m not ready to decide.,No problem — I’ll support you whenever you're ready.,AIDA,"Driver, Logical Thinker","Clear, structured, action-oriented"
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Achievement,Appeal to success and recognition,Used by 7-figure entrepreneurs.,Amiable,I’m not ready to decide.,No problem — I’ll support you whenever you're ready.,PAS,"Skeptic, Empath","Emotional but logical, focused on pain relief"
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Achievement,Appeal to success and recognition,Used by 7-figure entrepreneurs.,Amiable,I’m not ready to decide.,No problem — I’ll support you whenever you're ready.,StoryBrand,"Expressive, ENFP","Narrative, customer-as-hero"
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Achievement,Appeal to success and recognition,Used by 7-figure entrepreneurs.,Amiable,I’m not ready to decide.,No problem — I’ll support you whenever you're ready.,FAB,"Compliant, Logical Thinker",Detailed and rational
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Achievement,Appeal to success and recognition,Used by 7-figure entrepreneurs.,Amiable,I’m not ready to decide.,No problem — I’ll support you whenever you're ready.,4P,"Influencer, Adventurer","Vivid, benefit-driven with a strong CTA"
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Achievement,Appeal to success and recognition,Used by 7-figure entrepreneurs.,Driver,This takes too long.,Here's the fastest way to get results.,AIDA,"Driver, Logical Thinker","Clear, structured, action-oriented"
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Achievement,Appeal to success and recognition,Used by 7-figure entrepreneurs.,Driver,This takes too long.,Here's the fastest way to get results.,PAS,"Skeptic, Empath","Emotional but logical, focused on pain relief"
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Achievement,Appeal to success and recognition,Used by 7-figure entrepreneurs.,Driver,This takes too long.,Here's the fastest way to get results.,StoryBrand,"Expressive, ENFP","Narrative, customer-as-hero"
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Achievement,Appeal to success and recognition,Used by 7-figure entrepreneurs.,Driver,This takes too long.,Here's the fastest way to get results.,FAB,"Compliant, Logical Thinker",Detailed and rational
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Achievement,Appeal to success and recognition,Used by 7-figure entrepreneurs.,Driver,This takes too long.,Here's the fastest way to get results.,4P,"Influencer, Adventurer","Vivid, benefit-driven with a strong CTA"
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Achievement,Appeal to success and recognition,Used by 7-figure entrepreneurs.,Expressive,I’m not excited about this.,Let’s explore a more inspiring approach.,AIDA,"Driver, Logical Thinker","Clear, structured, action-oriented"
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Achievement,Appeal to success and recognition,Used by 7-figure entrepreneurs.,Expressive,I’m not excited about this.,Let’s explore a more inspiring approach.,PAS,"Skeptic, Empath","Emotional but logical, focused on pain relief"
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Achievement,Appeal to success and recognition,Used by 7-figure entrepreneurs.,Expressive,I’m not excited about this.,Let’s explore a more inspiring approach.,StoryBrand,"Expressive, ENFP","Narrative, customer-as-hero"
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Achievement,Appeal to success and recognition,Used by 7-figure entrepreneurs.,Expressive,I’m not excited about this.,Let’s explore a more inspiring approach.,FAB,"Compliant, Logical Thinker",Detailed and rational
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Achievement,Appeal to success and recognition,Used by 7-figure entrepreneurs.,Expressive,I’m not excited about this.,Let’s explore a more inspiring approach.,4P,"Influencer, Adventurer","Vivid, benefit-driven with a strong CTA"
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Achievement,Appeal to success and recognition,Used by 7-figure entrepreneurs.,Logical Thinker,There’s not enough data.,Here’s the full report and breakdown.,AIDA,"Driver, Logical Thinker","Clear, structured, action-oriented"
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Achievement,Appeal to success and recognition,Used by 7-figure entrepreneurs.,Logical Thinker,There’s not enough data.,Here’s the full report and breakdown.,PAS,"Skeptic, Empath","Emotional but logical, focused on pain relief"
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Achievement,Appeal to success and recognition,Used by 7-figure entrepreneurs.,Logical Thinker,There’s not enough data.,Here’s the full report and breakdown.,StoryBrand,"Expressive, ENFP","Narrative, customer-as-hero"
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Achievement,Appeal to success and recognition,Used by 7-figure entrepreneurs.,Logical Thinker,There’s not enough data.,Here’s the full report and breakdown.,FAB,"Compliant, Logical Thinker",Detailed and rational
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Achievement,Appeal to success and recognition,Used by 7-figure entrepreneurs.,Logical Thinker,There’s not enough data.,Here’s the full report and breakdown.,4P,"Influencer, Adventurer","Vivid, benefit-driven with a strong CTA"
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Achievement,Appeal to success and recognition,Used by 7-figure entrepreneurs.,Empath,This feels too aggressive.,Let’s make sure it aligns with your values.,AIDA,"Driver, Logical Thinker","Clear, structured, action-oriented"
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Achievement,Appeal to success and recognition,Used by 7-figure entrepreneurs.,Empath,This feels too aggressive.,Let’s make sure it aligns with your values.,PAS,"Skeptic, Empath","Emotional but logical, focused on pain relief"
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Achievement,Appeal to success and recognition,Used by 7-figure entrepreneurs.,Empath,This feels too aggressive.,Let’s make sure it aligns with your values.,StoryBrand,"Expressive, ENFP","Narrative, customer-as-hero"
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Achievement,Appeal to success and recognition,Used by 7-figure entrepreneurs.,Empath,This feels too aggressive.,Let’s make sure it aligns with your values.,FAB,"Compliant, Logical Thinker",Detailed and rational
Logical Thinker,"Reliable, task-oriented, structured","Provide clarity, steps, guarantees","Include checklists, ROI, risk management",Avoid ambiguity or hype,"Planning fallacy, overconfidence",Achievement,Appeal to success and recognition,Used by 7-figure entrepreneurs.,Empath,This feels too aggressive.,Let’s make sure it aligns with your values.,4P,"Influencer, Adventurer","Vivid, benefit-driven with a strong CTA"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Fear,Highlight risks of inaction or loss,Avoid the 3 mistakes that cost buyers thousands.,Skeptic,How do I know this works?,Let me show you the case studies and proof.,AIDA,"Driver, Logical Thinker","Clear, structured, action-oriented"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Fear,Highlight risks of inaction or loss,Avoid the 3 mistakes that cost buyers thousands.,Skeptic,How do I know this works?,Let me show you the case studies and proof.,PAS,"Skeptic, Empath","Emotional but logical, focused on pain relief"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Fear,Highlight risks of inaction or loss,Avoid the 3 mistakes that cost buyers thousands.,Skeptic,How do I know this works?,Let me show you the case studies and proof.,StoryBrand,"Expressive, ENFP","Narrative, customer-as-hero"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Fear,Highlight risks of inaction or loss,Avoid the 3 mistakes that cost buyers thousands.,Skeptic,How do I know this works?,Let me show you the case studies and proof.,FAB,"Compliant, Logical Thinker",Detailed and rational
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Fear,Highlight risks of inaction or loss,Avoid the 3 mistakes that cost buyers thousands.,Skeptic,How do I know this works?,Let me show you the case studies and proof.,4P,"Influencer, Adventurer","Vivid, benefit-driven with a strong CTA"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Fear,Highlight risks of inaction or loss,Avoid the 3 mistakes that cost buyers thousands.,Amiable,I’m not ready to decide.,No problem — I’ll support you whenever you're ready.,AIDA,"Driver, Logical Thinker","Clear, structured, action-oriented"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Fear,Highlight risks of inaction or loss,Avoid the 3 mistakes that cost buyers thousands.,Amiable,I’m not ready to decide.,No problem — I’ll support you whenever you're ready.,PAS,"Skeptic, Empath","Emotional but logical, focused on pain relief"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Fear,Highlight risks of inaction or loss,Avoid the 3 mistakes that cost buyers thousands.,Amiable,I’m not ready to decide.,No problem — I’ll support you whenever you're ready.,StoryBrand,"Expressive, ENFP","Narrative, customer-as-hero"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Fear,Highlight risks of inaction or loss,Avoid the 3 mistakes that cost buyers thousands.,Amiable,I’m not ready to decide.,No problem — I’ll support you whenever you're ready.,FAB,"Compliant, Logical Thinker",Detailed and rational
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Fear,Highlight risks of inaction or loss,Avoid the 3 mistakes that cost buyers thousands.,Amiable,I’m not ready to decide.,No problem — I’ll support you whenever you're ready.,4P,"Influencer, Adventurer","Vivid, benefit-driven with a strong CTA"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Fear,Highlight risks of inaction or loss,Avoid the 3 mistakes that cost buyers thousands.,Driver,This takes too long.,Here's the fastest way to get results.,AIDA,"Driver, Logical Thinker","Clear, structured, action-oriented"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Fear,Highlight risks of inaction or loss,Avoid the 3 mistakes that cost buyers thousands.,Driver,This takes too long.,Here's the fastest way to get results.,PAS,"Skeptic, Empath","Emotional but logical, focused on pain relief"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Fear,Highlight risks of inaction or loss,Avoid the 3 mistakes that cost buyers thousands.,Driver,This takes too long.,Here's the fastest way to get results.,StoryBrand,"Expressive, ENFP","Narrative, customer-as-hero"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Fear,Highlight risks of inaction or loss,Avoid the 3 mistakes that cost buyers thousands.,Driver,This takes too long.,Here's the fastest way to get results.,FAB,"Compliant, Logical Thinker",Detailed and rational
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Fear,Highlight risks of inaction or loss,Avoid the 3 mistakes that cost buyers thousands.,Driver,This takes too long.,Here's the fastest way to get results.,4P,"Influencer, Adventurer","Vivid, benefit-driven with a strong CTA"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Fear,Highlight risks of inaction or loss,Avoid the 3 mistakes that cost buyers thousands.,Expressive,I’m not excited about this.,Let’s explore a more inspiring approach.,AIDA,"Driver, Logical Thinker","Clear, structured, action-oriented"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Fear,Highlight risks of inaction or loss,Avoid the 3 mistakes that cost buyers thousands.,Expressive,I’m not excited about this.,Let’s explore a more inspiring approach.,PAS,"Skeptic, Empath","Emotional but logical, focused on pain relief"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Fear,Highlight risks of inaction or loss,Avoid the 3 mistakes that cost buyers thousands.,Expressive,I’m not excited about this.,Let’s explore a more inspiring approach.,StoryBrand,"Expressive, ENFP","Narrative, customer-as-hero"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Fear,Highlight risks of inaction or loss,Avoid the 3 mistakes that cost buyers thousands.,Expressive,I’m not excited about this.,Let’s explore a more inspiring approach.,FAB,"Compliant, Logical Thinker",Detailed and rational
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Fear,Highlight risks of inaction or loss,Avoid the 3 mistakes that cost buyers thousands.,Expressive,I’m not excited about this.,Let’s explore a more inspiring approach.,4P,"Influencer, Adventurer","Vivid, benefit-driven with a strong CTA"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Fear,Highlight risks of inaction or loss,Avoid the 3 mistakes that cost buyers thousands.,Logical Thinker,There’s not enough data.,Here’s the full report and breakdown.,AIDA,"Driver, Logical Thinker","Clear, structured, action-oriented"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Fear,Highlight risks of inaction or loss,Avoid the 3 mistakes that cost buyers thousands.,Logical Thinker,There’s not enough data.,Here’s the full report and breakdown.,PAS,"Skeptic, Empath","Emotional but logical, focused on pain relief"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Fear,Highlight risks of inaction or loss,Avoid the 3 mistakes that cost buyers thousands.,Logical Thinker,There’s not enough data.,Here’s the full report and breakdown.,StoryBrand,"Expressive, ENFP","Narrative, customer-as-hero"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Fear,Highlight risks of inaction or loss,Avoid the 3 mistakes that cost buyers thousands.,Logical Thinker,There’s not enough data.,Here’s the full report and breakdown.,FAB,"Compliant, Logical Thinker",Detailed and rational
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Fear,Highlight risks of inaction or loss,Avoid the 3 mistakes that cost buyers thousands.,Logical Thinker,There’s not enough data.,Here’s the full report and breakdown.,4P,"Influencer, Adventurer","Vivid, benefit-driven with a strong CTA"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Fear,Highlight risks of inaction or loss,Avoid the 3 mistakes that cost buyers thousands.,Empath,This feels too aggressive.,Let’s make sure it aligns with your values.,AIDA,"Driver, Logical Thinker","Clear, structured, action-oriented"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Fear,Highlight risks of inaction or loss,Avoid the 3 mistakes that cost buyers thousands.,Empath,This feels too aggressive.,Let’s make sure it aligns with your values.,PAS,"Skeptic, Empath","Emotional but logical, focused on pain relief"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Fear,Highlight risks of inaction or loss,Avoid the 3 mistakes that cost buyers thousands.,Empath,This feels too aggressive.,Let’s make sure it aligns with your values.,StoryBrand,"Expressive, ENFP","Narrative, customer-as-hero"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Fear,Highlight risks of inaction or loss,Avoid the 3 mistakes that cost buyers thousands.,Empath,This feels too aggressive.,Let’s make sure it aligns with your values.,FAB,"Compliant, Logical Thinker",Detailed and rational
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Fear,Highlight risks of inaction or loss,Avoid the 3 mistakes that cost buyers thousands.,Empath,This feels too aggressive.,Let’s make sure it aligns with your values.,4P,"Influencer, Adventurer","Vivid, benefit-driven with a strong CTA"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Belonging,Appeal to the need to fit in,"Join 10,000 happy customers already using this.",Skeptic,How do I know this works?,Let me show you the case studies and proof.,AIDA,"Driver, Logical Thinker","Clear, structured, action-oriented"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Belonging,Appeal to the need to fit in,"Join 10,000 happy customers already using this.",Skeptic,How do I know this works?,Let me show you the case studies and proof.,PAS,"Skeptic, Empath","Emotional but logical, focused on pain relief"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Belonging,Appeal to the need to fit in,"Join 10,000 happy customers already using this.",Skeptic,How do I know this works?,Let me show you the case studies and proof.,StoryBrand,"Expressive, ENFP","Narrative, customer-as-hero"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Belonging,Appeal to the need to fit in,"Join 10,000 happy customers already using this.",Skeptic,How do I know this works?,Let me show you the case studies and proof.,FAB,"Compliant, Logical Thinker",Detailed and rational
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Belonging,Appeal to the need to fit in,"Join 10,000 happy customers already using this.",Skeptic,How do I know this works?,Let me show you the case studies and proof.,4P,"Influencer, Adventurer","Vivid, benefit-driven with a strong CTA"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Belonging,Appeal to the need to fit in,"Join 10,000 happy customers already using this.",Amiable,I’m not ready to decide.,No problem — I’ll support you whenever you're ready.,AIDA,"Driver, Logical Thinker","Clear, structured, action-oriented"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Belonging,Appeal to the need to fit in,"Join 10,000 happy customers already using this.",Amiable,I’m not ready to decide.,No problem — I’ll support you whenever you're ready.,PAS,"Skeptic, Empath","Emotional but logical, focused on pain relief"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Belonging,Appeal to the need to fit in,"Join 10,000 happy customers already using this.",Amiable,I’m not ready to decide.,No problem — I’ll support you whenever you're ready.,StoryBrand,"Expressive, ENFP","Narrative, customer-as-hero"
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Belonging,Appeal to the need to fit in,"Join 10,000 happy customers already using this.",Amiable,I’m not ready to decide.,No problem — I’ll support you whenever you're ready.,FAB,"Compliant, Logical Thinker",Detailed and rational
Empath,"Compassionate, attuned to others’ feelings","Emphasize ethics, values, and people impact",Use emotional stories and community benefits,Avoid transactional or selfish tone,"Empathy gap, framing effect",Belonging,Appeal to the need to fit in,"Join 10,000 happy customers already using this.",Amiable,I’m not ready to decide.,No problem — I’ll support you whenever you're ready.,4P,"Influencer, Adventurer","Vivid, benefit-driven with a strong CTA"
